ID,GEO_POINT_2D,GEO_SHAPE,NAME,ETICHETTA,NOTETESTO,NUMEROANTICO,NUMEROMODERNO,LINK1,LINK2,LINK3,PIANI,ARCATE,ARCHITRAVATE,ARCHITRAVATE_CON_COLONNE_DI_LEGNO,ARCHIVOLTI,MODIGLIONI,MENSOLONI_ARCHITRAVATI,STALLA_E,FIENILE_I,RIMESSA_E,SCUDERIA_E,ATTIVITA_COMMERCIALI_PRODUTTIVE_1,ATTIVITA_COMMERCIALI_PRODUTTIVE_2,ATTIVITA_COMMERCIALI_PRODUTTIVE_3,ATTIVITA_COMMERCIALI_PRODUTTIVE_4,ATTIVITA_COMMERCIALI_PRODUTTIVE_5
109,"44.4901397141, 11.348117634","{""type"": ""Polygon"", ""coordinates"": [[[11.348137, 44.490228, 0], [11.348017, 44.490084, 0], [11.34804, 44.490071, 0], [11.348046, 44.490081, 0], [11.348071, 44.490071, 0], [11.34805, 44.490047, 0], [11.348078, 44.490039, 0], [11.348224, 44.490198, 0], [11.348137, 44.490228, 0]]]}",-,Casa,-,442,17,http://www.originebologna.com/strade/via-dei-chiari/n-442,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
110,"44.4964911716, 11.3497187148","{""type"": ""Polygon"", ""coordinates"": [[[11.349553, 44.496551, 0], [11.349617, 44.496521, 0], [11.34951, 44.496417, 0], [11.349716, 44.496306, 0], [11.349826, 44.496383, 0], [11.349652, 44.49649, 0], [11.349741, 44.496557, 0], [11.349896, 44.496436, 0], [11.349979, 44.496492, 0], [11.349851, 44.496584, 0], [11.3497, 44.496676, 0], [11.34962, 44.496609, 0], [11.349553, 44.496551, 0]]]}",-,Casa,-,2793,"4 Largo Respighi, 14 vicolo Facchini",http://www.originebologna.com/strade/via-dei-castagnoli/n-2792-2793,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,"44.4966511686, 11.3494643789","{""type"": ""Polygon"", ""coordinates"": [[[11.349236, 44.496553, 0], [11.349324, 44.496497, 0], [11.349444, 44.496604, 0], [11.349482, 44.496586, 0], [11.34955, 44.496653, 0], [11.34962, 44.496609, 0], [11.3497, 44.496676, 0], [11.349486, 44.496794, 0], [11.349409, 44.496715, 0], [11.349368, 44.496672, 0], [11.349413, 44.496645, 0], [11.349395, 44.496626, 0], [11.349344, 44.496653, 0], [11.349236, 44.496553, 0]]]}",-,Casa,-,2793,"6 Largo Respighi, 12 vicolo Facchini",http://www.originebologna.com/strade/via-dei-castagnoli/n-2792-2793,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,"44.4954827956, 11.3455255848","{""type"": ""Polygon"", ""coordinates"": [[[11.345409, 44.495572, 0], [11.345379, 44.495424, 0], [11.34565, 44.4954, 0], [11.345673, 44.495535, 0], [11.345409, 44.495572, 0]]]}",-,Casa,-,"1616 su Cavaliera, 1638 su vicolo degli Albari",12 via Oberdan,http://www.originebologna.com/strade/via-cavaliera/n-1616,-,-,1,-,-,-,-,-,-,-,-,-,-,Tornitore,-,-,-,-
113,"44.4950416974, 11.3458302136","{""type"": ""Polygon"", ""coordinates"": [[[11.346046, 44.494973, 0], [11.346063, 44.495011, 0], [11.345927, 44.495032, 0], [11.345853, 44.495046, 0], [11.34587, 44.495125, 0], [11.34581, 44.495136, 0], [11.345792, 44.495055, 0], [11.345623, 44.495083, 0], [11.345612, 44.495039, 0], [11.345929, 44.494994, 0], [11.346046, 44.494973, 0]]]}",Palazzo Tiburtini ora Pianesani,Casa,-,1462,9 via Oberdan,http://www.originebologna.com/strade/via-cavaliera/n-1462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,"44.4948053453, 11.3457547508","{""type"": ""Polygon"", ""coordinates"": [[[11.345546, 44.49473, 0], [11.345705, 44.494718, 0], [11.345721, 44.494782, 0], [11.345664, 44.494791, 0], [11.34567, 44.494838, 0], [11.345681, 44.494882, 0], [11.345729, 44.494877, 0], [11.345826, 44.494854, 0], [11.345811, 44.494809, 0], [11.345729, 44.494818, 0], [11.345723, 44.49479, 0], [11.34579, 44.494778, 0], [11.345771, 44.494711, 0], [11.345911, 44.494699, 0], [11.345983, 44.494855, 0], [11.345841, 44.494883, 0], [11.345741, 44.494903, 0], [11.345582, 44.494921, 0], [11.345546, 44.49473, 0]]]}",-,Casa,-,1461,7,http://www.originebologna.com/strade/via-cavaliera/n-1461,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,"44.4964309159, 11.3447322616","{""type"": ""Polygon"", ""coordinates"": [[[11.344612, 44.496397, 0], [11.344805, 44.496358, 0], [11.344831, 44.496351, 0], [11.344854, 44.496439, 0], [11.344809, 44.496445, 0], [11.344814, 44.49647, 0], [11.344775, 44.496474, 0], [11.344782, 44.496492, 0], [11.34465, 44.496511, 0], [11.344612, 44.496397, 0]]]}",-,Casa,-,1714,5,http://www.originebologna.com/strade/via-carbonara/n-1714,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
116,"44.4952992571, 11.3408861528","{""type"": ""Polygon"", ""coordinates"": [[[11.340967, 44.495227, 0], [11.340986, 44.495283, 0], [11.34093, 44.495294, 0], [11.340938, 44.495333, 0], [11.340948, 44.495384, 0], [11.340895, 44.495388, 0], [11.340889, 44.495369, 0], [11.340841, 44.495371, 0], [11.340809, 44.49529, 0], [11.340785, 44.49529, 0], [11.34078, 44.495254, 0], [11.340967, 44.495227, 0]]]}",-,Casa,-,85,3,http://www.originebologna.com/strade/vetturini-via-dei/n-85-3,-,-,3,-,-,-,-,-,-,-,-,-,-,Caffe' del Viaggiatore,Barbiere,Sartore,-,-
117,"44.4948271225, 11.3440575578","{""type"": ""Polygon"", ""coordinates"": [[[11.343962, 44.494726, 0], [11.344079, 44.494707, 0], [11.344152, 44.494937, 0], [11.344069, 44.494949, 0], [11.344026, 44.494954, 0], [11.344015, 44.494929, 0], [11.344076, 44.494921, 0], [11.344061, 44.494884, 0], [11.344002, 44.494894, 0], [11.343995, 44.494882, 0], [11.344013, 44.494879, 0], [11.343962, 44.494726, 0]]]}",-,Casa,-,1748,2 (Caduti di Cefalonia),http://www.originebologna.com/strade/venezia-via-di/n-1748,-,-,3,-,-,-,-,-,-,-,-,-,-,Tabaccaro,Merciaro,Chincagliere,Pellicciaio,Bottega
118,"44.496417672, 11.3473722173","{""type"": ""Polygon"", ""coordinates"": [[[11.347256, 44.496328, 0], [11.347372, 44.496289, 0], [11.347427, 44.496373, 0], [11.34734, 44.496404, 0], [11.34737, 44.496453, 0], [11.347463, 44.49642, 0], [11.347514, 44.496493, 0], [11.347438, 44.496521, 0], [11.347387, 44.496542, 0], [11.34734, 44.496473, 0], [11.347322, 44.49648, 0], [11.347307, 44.496449, 0], [11.347288, 44.496457, 0], [11.347273, 44.496426, 0], [11.347298, 44.496419, 0], [11.347256, 44.496328, 0]]]}",-,Casa,-,2729,5,http://www.originebologna.com/strade/valdonica-via/n-2728-5,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,"44.4961604787, 11.3468896428","{""type"": ""Polygon"", ""coordinates"": [[[11.346849, 44.496224, 0], [11.346839, 44.496121, 0], [11.346857, 44.496111, 0], [11.34693, 44.4961, 0], [11.346951, 44.496162, 0], [11.346916, 44.49617, 0], [11.346932, 44.496215, 0], [11.346849, 44.496224, 0]]]}",Casa (gia' Santa Maria dell'Avesa),Casa,-,2647,5,http://www.originebologna.com/strade/valdonica-via/n-2647-santa-maria-dell-avesa,-,-,1,-,-,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
120,"44.4903573268, 11.3398239051","{""type"": ""Polygon"", ""coordinates"": [[[11.339625, 44.49043, 0], [11.339623, 44.490392, 0], [11.339613, 44.490341, 0], [11.339739, 44.490336, 0], [11.339753, 44.49039, 0], [11.339826, 44.490387, 0], [11.339812, 44.490336, 0], [11.339843, 44.490333, 0], [11.339821, 44.49026, 0], [11.339949, 44.490249, 0], [11.339985, 44.490412, 0], [11.339725, 44.490426, 0], [11.339625, 44.49043, 0]]]}",-,Casa,-,275,7,http://www.originebologna.com/strade/val-d-aposa/n-275,-,-,2,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
121,"44.4908356667, 11.3401753333","{""type"": ""Polygon"", ""coordinates"": [[[11.340146, 44.490734, 0], [11.340228, 44.490877, 0], [11.340152, 44.490896, 0], [11.340146, 44.490734, 0]]]}",Portone del Giardino Bevilacqua,Casa,-,261/2,6,http://www.originebologna.com/strade/val-d-aposa/n-261-4-6,-,-,1,-,-,-,-,-,-,-,-,-,-,Calzolaio,-,-,-,-
122,"44.4962777168, 11.3401164776","{""type"": ""Polygon"", ""coordinates"": [[[11.340216, 44.496227, 0], [11.340232, 44.496301, 0], [11.339998, 44.496323, 0], [11.339994, 44.496304, 0], [11.340008, 44.496303, 0], [11.34, 44.496249, 0], [11.34007, 44.496244, 0], [11.340076, 44.496293, 0], [11.340126, 44.496289, 0], [11.340121, 44.496238, 0], [11.340216, 44.496227, 0]]]}",-,Casa,-,693,4,http://www.originebologna.com/strade/usberti-via/n-693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
123,"44.491443692, 11.3411633507","{""type"": ""Polygon"", ""coordinates"": [[[11.341089, 44.491528, 0], [11.341103, 44.491354, 0], [11.341237, 44.49136, 0], [11.341225, 44.491532, 0], [11.341089, 44.491528, 0]]]}",-,Casa,-,541,3,http://www.originebologna.com/strade/trebbo-dei-carbonesi/n-541-542,-,-,2,2,-,-,-,-,-,-,-,-,-,Salsamentario e Bottega,-,-,-,-
124,"44.4911490811, 11.3407687713","{""type"": ""Polygon"", ""coordinates"": [[[11.340694, 44.491293, 0], [11.340682, 44.491171, 0], [11.340718, 44.491169, 0], [11.340783, 44.491168, 0], [11.340769, 44.491054, 0], [11.340669, 44.491059, 0], [11.340667, 44.491004, 0], [11.340825, 44.490999, 0], [11.340857, 44.491188, 0], [11.340826, 44.49119, 0], [11.340832, 44.491271, 0], [11.340834, 44.491282, 0], [11.340694, 44.491293, 0]]]}",-,Casa,Portone con abitazioni,386,10,http://www.originebologna.com/strade/trebbo-dei-carbonesi/n-386,-,-,-,-,-,-,-,-,-,-,-,-,-,Lanternaro,Bottega,-,-,-
125,"44.4918281983, 11.3448028166","{""type"": ""Polygon"", ""coordinates"": [[[11.345021, 44.491871, 0], [11.344897, 44.491895, 0], [11.344866, 44.491841, 0], [11.344722, 44.491872, 0], [11.344746, 44.49195, 0], [11.344577, 44.491984, 0], [11.344539, 44.491902, 0], [11.344626, 44.491889, 0], [11.344623, 44.491848, 0], [11.344695, 44.491839, 0], [11.344671, 44.49178, 0], [11.344881, 44.491734, 0], [11.344856, 44.491671, 0], [11.34494, 44.491649, 0], [11.345021, 44.491871, 0]]]}",-,Casa,-,"1226,1178","2 piazza Minghetti, 4 via Goidanich (ex piazzetta della Scimmia)",http://www.originebologna.com/strade/toschi-via/nn-1226-1227,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
126,"44.4975896234, 11.3481747455","{""type"": ""Polygon"", ""coordinates"": [[[11.348062, 44.497494, 0], [11.348386, 44.4976, 0], [11.348322, 44.497669, 0], [11.348218, 44.497648, 0], [11.348179, 44.497627, 0], [11.348119, 44.497658, 0], [11.348021, 44.497615, 0], [11.348013, 44.497543, 0], [11.348062, 44.497494, 0]]]}",Casa Mezzavacca,Casa,-,"1600,1601",6 via Belle Arti,http://www.originebologna.com/strade/torresotto-di-san-martino-via/n-1601,-,-,2,-,-,-,-,-,-,-,-,-,-,Salsamentario,-,-,-,-
127,"44.4973624207, 11.3485744507","{""type"": ""Polygon"", ""coordinates"": [[[11.348735, 44.497337, 0], [11.348501, 44.497525, 0], [11.34844, 44.49751, 0], [11.348422, 44.497522, 0], [11.348346, 44.497504, 0], [11.348465, 44.497379, 0], [11.348483, 44.497384, 0], [11.348543, 44.497321, 0], [11.348514, 44.497307, 0], [11.348559, 44.497253, 0], [11.348516, 44.497235, 0], [11.348554, 44.497194, 0], [11.348605, 44.497221, 0], [11.348624, 44.497232, 0], [11.348657, 44.497204, 0], [11.348787, 44.497282, 0], [11.348725, 44.497333, 0], [11.348735, 44.497337, 0]]]}",-,Casa,-,"2785, 1483","14 su Castagnoli, 9 via Belle Arti",http://www.originebologna.com/strade/torresotto-di-san-martino-via/n-1483,-,-,3,-,1,-,7,-,-,-,-,-,-,-,-,-,-,-
128,"44.4973290266, 11.3483334533","{""type"": ""Polygon"", ""coordinates"": [[[11.348126, 44.497456, 0], [11.348228, 44.497317, 0], [11.3484, 44.497112, 0], [11.348483, 44.497154, 0], [11.348554, 44.497194, 0], [11.348516, 44.497235, 0], [11.348449, 44.497206, 0], [11.348351, 44.497334, 0], [11.348465, 44.497379, 0], [11.348346, 44.497504, 0], [11.348219, 44.497473, 0], [11.348126, 44.497456, 0]]]}",-,Casa,-,"2774,2775,2776,2777,1482","2/2,4 su vicolo Faxcchini, 7 su via delle Belle Arti",http://www.originebologna.com/strade/torresotto-di-san-martino-via/n-1482,-,-,1,-,-,-,-,-,-,-,-,-,-,Merciaro,-,-,-,-
129,"44.4917624655, 11.3370045119","{""type"": ""Polygon"", ""coordinates"": [[[11.336786, 44.491831, 0], [11.336819, 44.491782, 0], [11.336819, 44.491737, 0], [11.337022, 44.491701, 0], [11.337118, 44.491676, 0], [11.337181, 44.491797, 0], [11.337057, 44.491841, 0], [11.337012, 44.491796, 0], [11.336991, 44.491734, 0], [11.336904, 44.491753, 0], [11.336929, 44.491812, 0], [11.336838, 44.491828, 0], [11.336786, 44.491831, 0]]]}",-,Casa,-,678,-,http://www.originebologna.com/strade/stradellazzo/n-678,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
130,"44.4931723926, 11.3474716656","{""type"": ""Polygon"", ""coordinates"": [[[11.34738, 44.493188, 0], [11.347413, 44.493167, 0], [11.347347, 44.493128, 0], [11.347408, 44.49307, 0], [11.347494, 44.493126, 0], [11.347611, 44.493222, 0], [11.347532, 44.493264, 0], [11.347485, 44.49322, 0], [11.347457, 44.49324, 0], [11.347437, 44.493227, 0], [11.34738, 44.493188, 0]]]}",Casa Fabbri Antinori gia' Rodaldi,Casa,-,97 su Strada Santo Stefano,12 su Strada Santo Stefano,http://www.originebologna.com/strade/strada-santo-stefano-1/nn-97-98-10-12-case-dei-rodaldi,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
131,"44.4872982138, 11.3533816171","{""type"": ""Polygon"", ""coordinates"": [[[11.353201, 44.487228, 0], [11.353331, 44.4871, 0], [11.35345, 44.487217, 0], [11.353578, 44.487369, 0], [11.35347, 44.487413, 0], [11.353493, 44.487445, 0], [11.35343, 44.487471, 0], [11.353388, 44.487486, 0], [11.353402, 44.487518, 0], [11.35339, 44.487522, 0], [11.353372, 44.48748, 0], [11.353387, 44.487472, 0], [11.353201, 44.487228, 0]]]}",Casa Aria gia' Cavazza,Casa,"5 arcata in via S. Stefano, 10 in via della Fondazza","394 su Fondazza, 48, 49 su Strada Santo Stefano","94, 96 su Strada Santo Stefano, 91 su Fondazza",http://www.originebologna.com/strade/strada-santo-stefano-1/nn-48-49-94-96,-,-,1,15,-,-,-,-,-,-,-,-,-,Bottega,Salsamentario,Macelleria,Merciaro e Tabaccaro,-
132,"44.4914989074, 11.3485160678","{""type"": ""Polygon"", ""coordinates"": [[[11.348524, 44.491443, 0], [11.348597, 44.491508, 0], [11.348475, 44.491555, 0], [11.348452, 44.49153, 0], [11.348485, 44.491515, 0], [11.348453, 44.491476, 0], [11.348524, 44.491443, 0]]]}",-,Casa,-,86,23,http://www.originebologna.com/strade/strada-santo-stefano-1/n-86-23,-,-,2,3.5,-,-,-,-,-,-,-,-,-,Calzolaio,-,-,-,-
178,"44.4904184076, 11.3568999051","{""type"": ""Polygon"", ""coordinates"": [[[11.356885, 44.490289, 0], [11.356946, 44.490368, 0], [11.356908, 44.490386, 0], [11.35693, 44.490424, 0], [11.356975, 44.49041, 0], [11.357079, 44.490552, 0], [11.357048, 44.490567, 0], [11.356985, 44.490489, 0], [11.356893, 44.490522, 0], [11.356859, 44.49048, 0], [11.356751, 44.490339, 0], [11.356885, 44.490289, 0]]]}",-,Casa,-,202,104,http://www.originebologna.com/strade/strada-maggiore/n-202,-,-,1,3,-,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
179,"44.4861664161, 11.3486030819","{""type"": ""Polygon"", ""coordinates"": [[[11.348385, 44.486204, 0], [11.348386, 44.486156, 0], [11.348601, 44.486112, 0], [11.348607, 44.486136, 0], [11.348653, 44.486126, 0], [11.348645, 44.486104, 0], [11.348802, 44.486069, 0], [11.348821, 44.486116, 0], [11.348729, 44.486135, 0], [11.348739, 44.486171, 0], [11.348886, 44.486138, 0], [11.348897, 44.486161, 0], [11.348746, 44.486193, 0], [11.348386, 44.486254, 0], [11.348385, 44.486204, 0]]]}",-,Casa,-,421,82,http://www.originebologna.com/strade/strada-castiglione/n-420-421,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
180,"44.487154459, 11.3483217367","{""type"": ""Polygon"", ""coordinates"": [[[11.348219, 44.487211, 0], [11.348223, 44.487101, 0], [11.348383, 44.487096, 0], [11.348461, 44.487195, 0], [11.348219, 44.487211, 0]]]}",-,Casa,-,408,"62 su via Castiglione, 33 su via Rialto",http://www.originebologna.com/strade/strada-castiglione/n-408-407,-,-,2,4,-,-,-,-,-,-,-,-,-,Tintoria,Treccolo,Merciaio,Bottega,-
181,"44.4872879145, 11.3483563206","{""type"": ""Polygon"", ""coordinates"": [[[11.348196, 44.487318, 0], [11.348205, 44.487279, 0], [11.34837, 44.487267, 0], [11.348374, 44.487294, 0], [11.348401, 44.487292, 0], [11.348394, 44.487261, 0], [11.348497, 44.487253, 0], [11.348524, 44.487291, 0], [11.348457, 44.487297, 0], [11.34841, 44.487308, 0], [11.348196, 44.487318, 0]]]}",-,Casa,-,406,58,http://www.originebologna.com/strade/strada-castiglione/n-406,-,-,2,1,-,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
182,"44.4910366737, 11.3468096084","{""type"": ""Polygon"", ""coordinates"": [[[11.346601, 44.491119, 0], [11.34662, 44.490982, 0], [11.346813, 44.490963, 0], [11.347001, 44.490937, 0], [11.346997, 44.490943, 0], [11.347025, 44.491043, 0], [11.346962, 44.491052, 0], [11.346975, 44.4911, 0], [11.34682, 44.491119, 0], [11.346601, 44.491119, 0]]]}",-,Casa,-,382,"18 via Castiglione, 2 via Monticelli",http://www.originebologna.com/strade/strada-castiglione/n-382,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
183,"44.4885498834, 11.3474698973","{""type"": ""Polygon"", ""coordinates"": [[[11.347644, 44.488523, 0], [11.347594, 44.488616, 0], [11.347568, 44.488608, 0], [11.347243, 44.488581, 0], [11.347242, 44.488558, 0], [11.347372, 44.488564, 0], [11.347379, 44.488524, 0], [11.347316, 44.488516, 0], [11.347325, 44.488491, 0], [11.347528, 44.488496, 0], [11.347644, 44.488523, 0]]]}",-,Casa,-,360,45,http://www.originebologna.com/strade/strada-castiglione/n-360-361,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
184,"44.4868144329, 11.3480181328","{""type"": ""Polygon"", ""coordinates"": [[[11.348177, 44.486782, 0], [11.348181, 44.486829, 0], [11.34786, 44.486845, 0], [11.347855, 44.486802, 0], [11.34804, 44.486788, 0], [11.348041, 44.48682, 0], [11.348078, 44.486816, 0], [11.348075, 44.486785, 0], [11.348177, 44.486782, 0]]]}",-,Casa,-,349,61,http://www.originebologna.com/strade/strada-castiglione/n-349,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
185,"44.4958105813, 11.346186086","{""type"": ""Polygon"", ""coordinates"": [[[11.34612, 44.495918, 0], [11.346083, 44.495737, 0], [11.3461, 44.495737, 0], [11.34625, 44.495717, 0], [11.34627, 44.495753, 0], [11.346291, 44.495866, 0], [11.34612, 44.495918, 0]]]}",Casa Nolo Cavalli e Carrozze,Casa,-,"282, 2682",1/2 Via San Simone,http://www.originebologna.com/strade/simone-e-giuda/n-2694,-,-,1,-,-,-,-,-,-,-,-,-,-,"Nolo Carrozze, e Cavalli",-,-,-,-
186,"44.4959658444, 11.3465156312","{""type"": ""Polygon"", ""coordinates"": [[[11.34641, 44.496051, 0], [11.346372, 44.49591, 0], [11.346601, 44.495884, 0], [11.346609, 44.495923, 0], [11.346658, 44.495906, 0], [11.346696, 44.495963, 0], [11.346593, 44.495985, 0], [11.346598, 44.496043, 0], [11.34641, 44.496051, 0]]]}",-,Casa,-,"2687,2688",5,http://www.originebologna.com/strade/simone-e-giuda/n-2687-2688,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
187,"44.4927668958, 11.351982067","{""type"": ""Polygon"", ""coordinates"": [[[11.351909, 44.492861, 0], [11.351853, 44.492728, 0], [11.351862, 44.492721, 0], [11.352041, 44.49267, 0], [11.352121, 44.492809, 0], [11.351909, 44.492861, 0]]]}",-,Casa,-,647,1,http://www.originebologna.com/strade/seliciata-di-strada-maggiore/n-647,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
188,"44.493042762, 11.3520406863","{""type"": ""Polygon"", ""coordinates"": [[[11.351907, 44.493088, 0], [11.351924, 44.493039, 0], [11.352053, 44.49302, 0], [11.352144, 44.493001, 0], [11.35218, 44.49306, 0], [11.352148, 44.493066, 0], [11.352129, 44.493037, 0], [11.351907, 44.493088, 0]]]}",-,Casa,-,644,5,http://www.originebologna.com/strade/seliciata-di-strada-maggiore/n-645-644,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
189,"44.4935835946, 11.3520747748","{""type"": ""Polygon"", ""coordinates"": [[[11.35201, 44.493691, 0], [11.351955, 44.493542, 0], [11.352136, 44.493473, 0], [11.352181, 44.493536, 0], [11.352152, 44.493553, 0], [11.352187, 44.493641, 0], [11.35201, 44.493691, 0]]]}",-,Casa,-,637,15 Piazza Aldrovandi,http://www.originebologna.com/strade/seliciata-di-strada-maggiore/n-637,-,-,2,-,4,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
190,"44.4937922511, 11.3523155255","{""type"": ""Polygon"", ""coordinates"": [[[11.352078, 44.493913, 0], [11.352016, 44.493729, 0], [11.352265, 44.493656, 0], [11.352514, 44.49359, 0], [11.352536, 44.493614, 0], [11.352357, 44.493669, 0], [11.352274, 44.493693, 0], [11.35232, 44.493781, 0], [11.352415, 44.493763, 0], [11.352588, 44.493726, 0], [11.352629, 44.493817, 0], [11.352657, 44.493817, 0], [11.352667, 44.493834, 0], [11.35265, 44.493842, 0], [11.352664, 44.493865, 0], [11.352616, 44.493872, 0], [11.35262, 44.493882, 0], [11.352569, 44.493882, 0], [11.35245, 44.493888, 0], [11.352388, 44.493894, 0], [11.352301, 44.493897, 0], [11.352216, 44.493899, 0], [11.352078, 44.493913, 0]]]}",Casa Ubaldini,Casa,-,"633,634,635",19,http://www.originebologna.com/strade/seliciata-di-strada-maggiore/n-633,-,-,2,-,4,-,-,-,-,-,-,-,-,Tagliapietre,-,-,-,-
191,"44.4932962513, 11.3514642705","{""type"": ""Polygon"", ""coordinates"": [[[11.351546, 44.493268, 0], [11.351554, 44.49331, 0], [11.351384, 44.493327, 0], [11.35138, 44.493279, 0], [11.351546, 44.493268, 0]]]}",-,Casa,-,"894, 627",6 Piazza Adrovandi,http://www.originebologna.com/strade/seliciata-di-strada-maggiore/n-627,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
192,"44.4954995292, 11.3366381203","{""type"": ""Polygon"", ""coordinates"": [[[11.336702, 44.495442, 0], [11.336727, 44.495559, 0], [11.336634, 44.495561, 0], [11.336627, 44.49553, 0], [11.336556, 44.495533, 0], [11.336533, 44.495459, 0], [11.336702, 44.495442, 0]]]}",-,Casa,-,1103,3,http://www.originebologna.com/strade/seliciata-di-san-francesco-1/n-1102-1103-1104,-,-,3,3,-,-,-,-,-,-,-,-,-,Vendita tabacco,Barbiere,-,-,-
207,"44.4892952059, 11.342986128","{""type"": ""Polygon"", ""coordinates"": [[[11.343214, 44.489426, 0], [11.343035, 44.489439, 0], [11.343011, 44.48932, 0], [11.34291, 44.489331, 0], [11.342929, 44.489409, 0], [11.34288, 44.489418, 0], [11.342893, 44.489453, 0], [11.342835, 44.489465, 0], [11.342792, 44.4893, 0], [11.342881, 44.489287, 0], [11.342833, 44.489118, 0], [11.342968, 44.489087, 0], [11.34299, 44.489151, 0], [11.342963, 44.489156, 0], [11.342982, 44.489221, 0], [11.343083, 44.489208, 0], [11.343105, 44.48926, 0], [11.343153, 44.48925, 0], [11.343214, 44.489426, 0]]]}",-,Casa,-,"540, 541,542",7 (via Garibaldi),http://www.originebologna.com/strade/san-domenico-via-di/n-540-541-542,-,-,1,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
208,"44.4884197201, 11.3427167201","{""type"": ""Polygon"", ""coordinates"": [[[11.342708, 44.488504, 0], [11.342649, 44.488353, 0], [11.342728, 44.488337, 0], [11.342783, 44.488487, 0], [11.342708, 44.488504, 0]]]}",-,Casa,-,"549,55",1 via de' Ruini,http://www.originebologna.com/strade/ruini-via-dei/n-549,-,-,1,-,-,-,-,-,-,-,-,-,-,Salsamentario,-,-,-,-
209,"44.495029607, 11.3439127388","{""type"": ""Polygon"", ""coordinates"": [[[11.343743, 44.49499, 0], [11.343877, 44.494969, 0], [11.344023, 44.494946, 0], [11.344026, 44.494954, 0], [11.344069, 44.494949, 0], [11.344107, 44.495051, 0], [11.343919, 44.495083, 0], [11.343927, 44.495104, 0], [11.343771, 44.495123, 0], [11.343739, 44.495033, 0], [11.343761, 44.495029, 0], [11.343743, 44.49499, 0]]]}",-,Casa,Porticella,1739,-,http://www.originebologna.com/strade/roma/n-1739,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
210,"44.4989371059, 11.3412786233","{""type"": ""Polygon"", ""coordinates"": [[[11.341171, 44.498846, 0], [11.341357, 44.498829, 0], [11.341376, 44.499015, 0], [11.341348, 44.499016, 0], [11.341345, 44.499059, 0], [11.341288, 44.499061, 0], [11.341284, 44.499026, 0], [11.341202, 44.499034, 0], [11.341171, 44.498846, 0]]]}",Casa Bernacchi,Casa,-,876,118,http://www.originebologna.com/strade/riva-di-reno-o-via-dietro-reno/n-875-876,-,-,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
